NameA,NameB,CmpdA,CmpdB,A#,B#,MCS,MCSAtomCount,MCSS
d17,d15,[H][C@]12CC[C@]([H])(C[C@@]([H])(C1)OC(C1=CC=CC=C1)C1=CC=CC=C1)N2C,CNCC[C@@H](OC1=CC=CC=C1C)C1=CC=CC=C1,23,19,"[#6&!R](-&!@[#8&!R]-&!@[#6&R](:,-;@[#6&R]:,-;@[#6&R]):,-;@[#6&R]:,-;@[#6&R]:,-;@[#6&R])-&!@[#6]1:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@1",14,0.5
d15,d18,CNCC[C@@H](OC1=CC=CC=C1C)C1=CC=CC=C1,[H][C@@]12CCCN1C(=O)[C@H](CC(C)C)N1C(=O)[C@](NC(=O)[C@H]3CN(C)[C@]4([H])CC5=C(Br)NC6=CC=CC(=C56)C4=C3)(O[C@@]21O)C(C)C,19,43,"[#6]1:,-;@[#6]:,-;@[#6]:&@[#6]:&@[#6]:,-;@[#6]:,-;@1",6,0.10714285714285714
d18,d15,[H][C@@]12CCCN1C(=O)[C@H](CC(C)C)N1C(=O)[C@](NC(=O)[C@H]3CN(C)[C@]4([H])CC5=C(Br)NC6=CC=CC(=C56)C4=C3)(O[C@@]21O)C(C)C,CNCC[C@@H](OC1=CC=CC=C1C)C1=CC=CC=C1,43,19,"[#6]1:,-;@[#6]:,-;@[#6]:&@[#6]:&@[#6]:,-;@[#6]:,-;@1",6,0.10714285714285714
d15,d19,CNCC[C@@H](OC1=CC=CC=C1C)C1=CC=CC=C1,CO[C@]12CC[C@@]3(C[C@@H]1[C@](C)(O)C(C)(C)C)[C@H]1CC4=C5C(O[C@@H]2[C@@]35CCN1CC1CC1)=C(O)C=C4,19,34,"[#6&!R]-&!@[#6&!R]-&!@[#6&!R](-&!@[#8&!R])-&!@[#6]1:,-;@[#6]:,-;@[#6]:,-;@[#6]:,-;@[#6]:,-;@[#6]:,-;@1",10,0.23255813953488372
d19,d15,CO[C@]12CC[C@@]3(C[C@@H]1[C@](C)(O)C(C)(C)C)[C@H]1CC4=C5C(O[C@@H]2[C@@]35CCN1CC1CC1)=C(O)C=C4,CNCC[C@@H](OC1=CC=CC=C1C)C1=CC=CC=C1,34,19,"[#6&!R]-&!@[#6&!R]-&!@[#6&!R](-&!@[#8&!R])-&!@[#6]1:,-;@[#6]:,-;@[#6]:,-;@[#6]:,-;@[#6]:,-;@[#6]:,-;@1",10,0.23255813953488372
d15,d20,CNCC[C@@H](OC1=CC=CC=C1C)C1=CC=CC=C1,CC(NC(C)(C)C)C(=O)C1=CC(Cl)=CC=C1,19,16,[#6&!R]-&!@[#6&!R]-&!@[#6&!R]-&!@[#6]1:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@1,9,0.34615384615384615
d20,d15,CC(NC(C)(C)C)C(=O)C1=CC(Cl)=CC=C1,CNCC[C@@H](OC1=CC=CC=C1C)C1=CC=CC=C1,16,19,[#6&!R]-&!@[#6&!R]-&!@[#6&!R]-&!@[#6]1:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@1,9,0.34615384615384615
d16,d16,NCC(CC(O)=O)C1=CC=C(Cl)C=C1,NCC(CC(O)=O)C1=CC=C(Cl)C=C1,14,14,[#7&!R]-&!@[#6&!R]-&!@[#6&!R](-&!@[#6&!R]-&!@[#6&!R](-&!@[#8&!R])=&!@[#8&!R])-&!@[#6]1:&@[#6]:&@[#6]:&@[#6](:&@[#6]:&@[#6]:&@1)-&!@[#17&!R],14,1.0
d16,d17,NCC(CC(O)=O)C1=CC=C(Cl)C=C1,[H][C@]12CC[C@]([H])(C[C@@]([H])(C1)OC(C1=CC=CC=C1)C1=CC=CC=C1)N2C,14,23,[#6&!R]-&!@[#6]1:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@1,7,0.23333333333333334
d17,d16,[H][C@]12CC[C@]([H])(C[C@@]([H])(C1)OC(C1=CC=CC=C1)C1=CC=CC=C1)N2C,NCC(CC(O)=O)C1=CC=C(Cl)C=C1,23,14,[#6&!R]-&!@[#6]1:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@1,7,0.23333333333333334
d16,d18,NCC(CC(O)=O)C1=CC=C(Cl)C=C1,[H][C@@]12CCCN1C(=O)[C@H](CC(C)C)N1C(=O)[C@](NC(=O)[C@H]3CN(C)[C@]4([H])CC5=C(Br)NC6=CC=CC(=C56)C4=C3)(O[C@@]21O)C(C)C,14,43,"[#6]1:,-;@[#6]:,-;@[#6]:&@[#6]:&@[#6]:,-;@[#6]:,-;@1",6,0.11764705882352941
d18,d16,[H][C@@]12CCCN1C(=O)[C@H](CC(C)C)N1C(=O)[C@](NC(=O)[C@H]3CN(C)[C@]4([H])CC5=C(Br)NC6=CC=CC(=C56)C4=C3)(O[C@@]21O)C(C)C,NCC(CC(O)=O)C1=CC=C(Cl)C=C1,43,14,"[#6]1:,-;@[#6]:,-;@[#6]:&@[#6]:&@[#6]:,-;@[#6]:,-;@1",6,0.11764705882352941
d16,d19,NCC(CC(O)=O)C1=CC=C(Cl)C=C1,CO[C@]12CC[C@@]3(C[C@@H]1[C@](C)(O)C(C)(C)C)[C@H]1CC4=C5C(O[C@@H]2[C@@]35CCN1CC1CC1)=C(O)C=C4,14,34,"[#6&!R]-&!@[#6&!R](-&!@[#6&!R]-&!@[#6&!R])-&!@[#6]1:,-;@[#6]:,-;@[#6]:,-;@[#6]:,-;@[#6]:,-;@[#6]:,-;@1",10,0.2631578947368421
d19,d16,CO[C@]12CC[C@@]3(C[C@@H]1[C@](C)(O)C(C)(C)C)[C@H]1CC4=C5C(O[C@@H]2[C@@]35CCN1CC1CC1)=C(O)C=C4,NCC(CC(O)=O)C1=CC=C(Cl)C=C1,34,14,"[#6&!R]-&!@[#6&!R](-&!@[#6&!R]-&!@[#6&!R])-&!@[#6]1:,-;@[#6]:,-;@[#6]:,-;@[#6]:,-;@[#6]:,-;@[#6]:,-;@1",10,0.2631578947368421
d16,d20,NCC(CC(O)=O)C1=CC=C(Cl)C=C1,CC(NC(C)(C)C)C(=O)C1=CC(Cl)=CC=C1,14,16,[#7&!R]-&!@[#6&!R]-&!@[#6&!R]-&!@[#6]1:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@1,9,0.42857142857142855
d20,d16,CC(NC(C)(C)C)C(=O)C1=CC(Cl)=CC=C1,NCC(CC(O)=O)C1=CC=C(Cl)C=C1,16,14,[#7&!R]-&!@[#6&!R]-&!@[#6&!R]-&!@[#6]1:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@1,9,0.42857142857142855
d17,d17,[H][C@]12CC[C@]([H])(C[C@@]([H])(C1)OC(C1=CC=CC=C1)C1=CC=CC=C1)N2C,[H][C@]12CC[C@]([H])(C[C@@]([H])(C1)OC(C1=CC=CC=C1)C1=CC=CC=C1)N2C,23,23,[#6]12-&@[#6]-&@[#6]-&@[#6](-&@[#7]-&@1-&!@[#6&!R])-&@[#6]-&@[#6](-&@[#6]-&@2)-&!@[#8&!R]-&!@[#6&!R](-&!@[#6]1:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@1)-&!@[#6]1:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@1,23,1.0
d17,d18,[H][C@]12CC[C@]([H])(C[C@@]([H])(C1)OC(C1=CC=CC=C1)C1=CC=CC=C1)N2C,[H][C@@]12CCCN1C(=O)[C@H](CC(C)C)N1C(=O)[C@](NC(=O)[C@H]3CN(C)[C@]4([H])CC5=C(Br)NC6=CC=CC(=C56)C4=C3)(O[C@@]21O)C(C)C,23,43,"[#6&R](-&@[#6&R]-&@[#6&R]-,:;@[#6&R])(-&@[#6&R]-&@[#6&R]-,:;@[#6&R])-&@[#7&R]-&!@[#6&!R]",9,0.15789473684210525
d18,d17,[H][C@@]12CCCN1C(=O)[C@H](CC(C)C)N1C(=O)[C@](NC(=O)[C@H]3CN(C)[C@]4([H])CC5=C(Br)NC6=CC=CC(=C56)C4=C3)(O[C@@]21O)C(C)C,[H][C@]12CC[C@]([H])(C[C@@]([H])(C1)OC(C1=CC=CC=C1)C1=CC=CC=C1)N2C,43,23,"[#6&R](-&@[#6&R]-&@[#6&R]-,:;@[#6&R])(-&@[#6&R]-&@[#6&R]-,:;@[#6&R])-&@[#7&R]-&!@[#6&!R]",9,0.15789473684210525
d17,d19,[H][C@]12CC[C@]([H])(C[C@@]([H])(C1)OC(C1=CC=CC=C1)C1=CC=CC=C1)N2C,CO[C@]12CC[C@@]3(C[C@@H]1[C@](C)(O)C(C)(C)C)[C@H]1CC4=C5C(O[C@@H]2[C@@]35CCN1CC1CC1)=C(O)C=C4,23,34,"[#6&R](-&@[#6&R]-&@[#6&R]-&@[#6&R]-,:;@[#6&R]-,:;@[#6&R]-&!@[#8&!R])(-&@[#6&R])-&@[#7&R]-&!@[#6&!R]",10,0.2127659574468085
d19,d17,CO[C@]12CC[C@@]3(C[C@@H]1[C@](C)(O)C(C)(C)C)[C@H]1CC4=C5C(O[C@@H]2[C@@]35CCN1CC1CC1)=C(O)C=C4,[H][C@]12CC[C@]([H])(C[C@@]([H])(C1)OC(C1=CC=CC=C1)C1=CC=CC=C1)N2C,34,23,"[#6&R](-&@[#6&R]-&@[#6&R]-&@[#6&R]-,:;@[#6&R]-,:;@[#6&R]-&!@[#8&!R])(-&@[#6&R])-&@[#7&R]-&!@[#6&!R]",10,0.2127659574468085
d17,d20,[H][C@]12CC[C@]([H])(C[C@@]([H])(C1)OC(C1=CC=CC=C1)C1=CC=CC=C1)N2C,CC(NC(C)(C)C)C(=O)C1=CC(Cl)=CC=C1,23,16,[#6&!R]-&!@[#6]1:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@1,7,0.21875
d20,d17,CC(NC(C)(C)C)C(=O)C1=CC(Cl)=CC=C1,[H][C@]12CC[C@]([H])(C[C@@]([H])(C1)OC(C1=CC=CC=C1)C1=CC=CC=C1)N2C,16,23,[#6&!R]-&!@[#6]1:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@1,7,0.21875
d18,d18,[H][C@@]12CCCN1C(=O)[C@H](CC(C)C)N1C(=O)[C@](NC(=O)[C@H]3CN(C)[C@]4([H])CC5=C(Br)NC6=CC=CC(=C56)C4=C3)(O[C@@]21O)C(C)C,[H][C@@]12CCCN1C(=O)[C@H](CC(C)C)N1C(=O)[C@](NC(=O)[C@H]3CN(C)[C@]4([H])CC5=C(Br)NC6=CC=CC(=C56)C4=C3)(O[C@@]21O)C(C)C,43,43,[#6]12-&@[#6]-&@[#6]-&@[#6]-&@[#7]-&@1-&@[#6](=&!@[#8&!R])-&@[#6](-&@[#7]1-&@[#6]-&@2(-&@[#8]-&@[#6](-&@[#6]-&@1=&!@[#8&!R])(-&!@[#7&!R]-&!@[#6&!R](=&!@[#8&!R])-&!@[#6]1-&@[#6]-&@[#7](-&!@[#6&!R])-&@[#6]2-&@[#6](=&@[#6]-&@1)-&@[#6]1:&@[#6]:&@[#6]:&@[#6]:&@[#6]3:&@[#6]:&@1:&@[#6](-&@[#6]-&@2):&@[#6](:&@[#7]:&@3)-&!@[#35&!R])-&!@[#6&!R](-&!@[#6&!R])-&!@[#6&!R])-&!@[#8&!R])-&!@[#6&!R]-&!@[#6&!R](-&!@[#6&!R])-&!@[#6&!R],43,1.0
d18,d19,[H][C@@]12CCCN1C(=O)[C@H](CC(C)C)N1C(=O)[C@](NC(=O)[C@H]3CN(C)[C@]4([H])CC5=C(Br)NC6=CC=CC(=C56)C4=C3)(O[C@@]21O)C(C)C,CO[C@]12CC[C@@]3(C[C@@H]1[C@](C)(O)C(C)(C)C)[C@H]1CC4=C5C(O[C@@H]2[C@@]35CCN1CC1CC1)=C(O)C=C4,43,34,"[#6&R]-,:;@[#6&R]-&@[#6&R]-&@[#6&R](-&@[#6&R]-&@[#6]1:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@1)-&@[#7&R](-&@[#6&R]-&@[#6&R]-&@[#6&R])-&!@[#6&!R]",16,0.26229508196721313
d19,d18,CO[C@]12CC[C@@]3(C[C@@H]1[C@](C)(O)C(C)(C)C)[C@H]1CC4=C5C(O[C@@H]2[C@@]35CCN1CC1CC1)=C(O)C=C4,[H][C@@]12CCCN1C(=O)[C@H](CC(C)C)N1C(=O)[C@](NC(=O)[C@H]3CN(C)[C@]4([H])CC5=C(Br)NC6=CC=CC(=C56)C4=C3)(O[C@@]21O)C(C)C,34,43,"[#6&R]-,:;@[#6&R]-&@[#6&R]-&@[#6&R](-&@[#6&R]-&@[#6]1:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@1)-&@[#7&R](-&@[#6&R]-&@[#6&R]-&@[#6&R])-&!@[#6&!R]",16,0.26229508196721313
d18,d20,[H][C@@]12CCCN1C(=O)[C@H](CC(C)C)N1C(=O)[C@](NC(=O)[C@H]3CN(C)[C@]4([H])CC5=C(Br)NC6=CC=CC(=C56)C4=C3)(O[C@@]21O)C(C)C,CC(NC(C)(C)C)C(=O)C1=CC(Cl)=CC=C1,43,16,"[#6]1:,-;@[#6]:,-;@[#6]:&@[#6]:&@[#6]:,-;@[#6]:,-;@1",6,0.11320754716981132
d20,d18,CC(NC(C)(C)C)C(=O)C1=CC(Cl)=CC=C1,[H][C@@]12CCCN1C(=O)[C@H](CC(C)C)N1C(=O)[C@](NC(=O)[C@H]3CN(C)[C@]4([H])CC5=C(Br)NC6=CC=CC(=C56)C4=C3)(O[C@@]21O)C(C)C,16,43,"[#6]1:,-;@[#6]:,-;@[#6]:&@[#6]:&@[#6]:,-;@[#6]:,-;@1",6,0.11320754716981132
d19,d19,CO[C@]12CC[C@@]3(C[C@@H]1[C@](C)(O)C(C)(C)C)[C@H]1CC4=C5C(O[C@@H]2[C@@]35CCN1CC1CC1)=C(O)C=C4,CO[C@]12CC[C@@]3(C[C@@H]1[C@](C)(O)C(C)(C)C)[C@H]1CC4=C5C(O[C@@H]2[C@@]35CCN1CC1CC1)=C(O)C=C4,34,34,[#6&!R]-&!@[#8&!R]-&!@[#6]12-&@[#6]-&@[#6]-&@[#6]3(-&@[#6]-&@[#6]-&@1-&!@[#6&!R](-&!@[#6&!R])(-&!@[#8&!R])-&!@[#6&!R](-&!@[#6&!R])(-&!@[#6&!R])-&!@[#6&!R])-&@[#6]14-&@[#6]-&@2-&@[#8]-&@[#6]2:&@[#6]-&@1:&@[#6](-&@[#6]-&@[#6]-&@3-&@[#7](-&@[#6]-&@[#6]-&@4)-&!@[#6&!R]-&!@[#6]1-&@[#6]-&@[#6]-&@1):&@[#6]:&@[#6]:&@[#6]:&@2-&!@[#8&!R],34,1.0
d19,d20,CO[C@]12CC[C@@]3(C[C@@H]1[C@](C)(O)C(C)(C)C)[C@H]1CC4=C5C(O[C@@H]2[C@@]35CCN1CC1CC1)=C(O)C=C4,CC(NC(C)(C)C)C(=O)C1=CC(Cl)=CC=C1,34,16,"[#6&!R]-&!@[#6&!R]-&!@[#6&!R]-&!@[#6]1:,-;@[#6]:,-;@[#6]:,-;@[#6]:,-;@[#6]:,-;@[#6]:,-;@1",9,0.21951219512195122
d20,d19,CC(NC(C)(C)C)C(=O)C1=CC(Cl)=CC=C1,CO[C@]12CC[C@@]3(C[C@@H]1[C@](C)(O)C(C)(C)C)[C@H]1CC4=C5C(O[C@@H]2[C@@]35CCN1CC1CC1)=C(O)C=C4,16,34,"[#6&!R]-&!@[#6&!R]-&!@[#6&!R]-&!@[#6]1:,-;@[#6]:,-;@[#6]:,-;@[#6]:,-;@[#6]:,-;@[#6]:,-;@1",9,0.21951219512195122
d20,d20,CC(NC(C)(C)C)C(=O)C1=CC(Cl)=CC=C1,CC(NC(C)(C)C)C(=O)C1=CC(Cl)=CC=C1,16,16,[#6&!R]-&!@[#6&!R](-&!@[#7&!R]-&!@[#6&!R](-&!@[#6&!R])(-&!@[#6&!R])-&!@[#6&!R])-&!@[#6&!R](=&!@[#8&!R])-&!@[#6]1:&@[#6]:&@[#6](-&!@[#17&!R]):&@[#6]:&@[#6]:&@[#6]:&@1,16,1.0
